end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.decoded_payload.bytes_4,uplink_message.decoded_payload.bytes_5,uplink_message.decoded_payload.bytes_6,uplink_message.decoded_payload.bytes_7,uplink_message.decoded_payload.bytes_8,uplink_message.decoded_payload.bytes_9,uplink_message.decoded_payload.bytes_10,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at,truth
0,0,0,0,0,0,0,0,0,0.9044270575418442,0,1,0.2823529411764706,0,0,0,0,0,0,0,0,1,0,0,0,0.7184907087507333,0.3673469387755102,0.3673469387755102,0.7341772151898734,1,0,1,0,0,0.2857142857142857,0,0,0,0,0.7208212561957231,0.2608695652173913,0.2608695652173913,0.8414634146341463,0.9999549211307613,0.013218441489720428,0.5,0,0,0.2857142857142857,0,0,0,0,0.188724684748947,0.3418803418803419,0.3418803418803419,0.8441558441558441,0.9999679289833249,0.007373631495418912,1,0,0,0.2857142857142857,0,0,0,0,0.1848750455811246,0.19827586206896552,0.19827586206896552,0.8333333333333334,0.9999325920100464,0.0089573838176674,0.4,0,0,0.2857142857142857,0,125000,7,0,0,0.7184907087507333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.07142857142857142,0,0.07142857142857142,0,0.07142857142857142,0.001953125,0.001953125,0.07142857142857142,0,0.9896999108646133,0.003067484662576687,1,0.11372549019607843,0,0,0.9,0.5568627450980392,1,0.30980392156862746,0.5,0.06521739130434782,1,0.25,0.25,0.001953125,0.7476631039550033,0.3673469387755102,0.3673469387755102,0.10126582278481013,0.3312533236838615,1,0.16666666666666666,0,0.001953125,0.7142857142857143,0.001953125,0.2,0.2,0.001996007984031936,0.44082033739360194,0.17391304347826086,0.17391304347826086,0.10975609756097561,0.9999691071326231,0.013010930634308804,0.5,0,0.001996007984031936,0.7142857142857143,0.001996007984031936,0.2,0.2,0.002242152466367713,0,1,1,0.45454545454545453,0,1,0,1,0.002242152466367713,0,0.002242152466367713,0.2,0.2,0.006329113924050633,0,1,1,0.4166666666666667,0,1,0,1,0.006329113924050633,0,0.006329113924050633,125000,7,0,0.14285714285714285,0.7476631039550033,0.001953125,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.14285714285714285,0,0.14285714285714285,1,0.14285714285714285,0.00390625,0.00390625,0.14285714285714285,1,0,0.006134969325153374,0,0.4823529411764706,0,0,0,0,0,0,0,0,0,0.5,0.5,0.00390625,0.23811667619470328,0.2653061224489796,0.2653061224489796,0.7848101265822784,0.5242252929192458,0.5578291133000177,1,0,0.00390625,0.2857142857142857,0.00390625,0,0,0.003992015968063872,0.776380628905601,0.20869565217391303,0.20869565217391303,0.7682926829268293,0.9999549211307613,0.013218441489720428,0.5,0,0.003992015968063872,0.2857142857142857,0.003992015968063872,0.4,0.4,0.004484304932735426,0.7759453447985757,0.07692307692307693,0.07692307692307693,0.38961038961038963,1,0,1,0,0.004484304932735426,0.2857142857142857,0.004484304932735426,0,0,0.012658227848101266,0.24040893528750076,0.12931034482758622,0.12931034482758622,0.6527777777777778,0.9999325920100464,0.0089573838176674,0.4,0,0.012658227848101266,0.2857142857142857,0.012658227848101266,125000,7,0,0,0.23811667619470328,0.00390625,0.00390625,0.3333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.21428571428571427,0,0.21428571428571427,1,0.21428571428571427,0.005859375,0.005859375,0.21428571428571427,1,0.02723581261760919,0.006134969325153374,0,0.4823529411764706,0,0,0,0,0,0,0,0,0,0.5,0.5,0.005859375,0.23938125265343524,0.3673469387755102,0.3673469387755102,0.8860759493670886,0.5242252929192458,0.5578291133000177,1,0,0.005859375,0.8571428571428571,0.005859375,0,0,0.005988023952095809,0.7776347404256396,0.22608695652173913,0.22608695652173913,0.6951219512195121,0.9999549211307613,0.013218441489720428,0.5,0,0.005988023952095809,0.8571428571428571,0.005988023952095809,0.6,0.6,0.006726457399103139,0.24165179083191649,0.11965811965811966,0.11965811965811966,0.7662337662337663,0.9999325920100464,0.0089573838176674,0.4,0,0.006726457399103139,0.8571428571428571,0.006726457399103139,0.2,0.2,0.006329113924050633,0,1,1,0.4166666666666667,0,1,0,1,0.006329113924050633,0,0.006329113924050633,125000,7,0,0.2857142857142857,0.23938125265343524,0.005859375,0.005859375,0.3333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.2857142857142857,0,0.2857142857142857,0,0.2857142857142857,0.0078125,0.0078125,0.2857142857142857,0,0.9899970288204417,0.009202453987730062,1,0.11764705882352941,0,0,1,0.18823529411764706,0.8888888888888888,0.34509803921568627,0.5,0.9478260869565217,1,0,0,0.0078125,0.8021627230705226,0.5306122448979592,0.5306122448979592,0.9620253164556962,1,0,1,0,0.0078125,0.5714285714285714,0.0078125,0.4,0.4,0.007984031936127744,0.2717991433300659,0.3826086956521739,0.3826086956521739,0.9512195121951219,0.9999679289833249,0.007373631495418912,1,0,0.007984031936127744,0.5714285714285714,0.007984031936127744,0.6,0.6,0.008968609865470852,0.26780459749363045,0.3162393162393162,0.3162393162393162,0.8701298701298701,0.9999325920100464,0.0089573838176674,0.4,0,0.008968609865470852,0.5714285714285714,0.008968609865470852,0.2,0.2,0.006329113924050633,0,1,1,0.4166666666666667,0,1,0,1,0.006329113924050633,0,0.006329113924050633,125000,7,0,0.42857142857142855,0.8021627230705226,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.35714285714285715,0,0.35714285714285715,0,0.35714285714285715,0.009765625,0.009765625,0.35714285714285715,0,0.9970288204417154,0.012269938650306749,1,0.10588235294117647,0,0,0.2,0.9490196078431372,0.8888888888888888,0.3254901960784314,0,0.030434782608695653,1,0,0,0.009765625,0.8194504279135818,0.5102040816326531,0.5102040816326531,0.9240506329113924,1,0,1,0,0.009765625,0.8571428571428571,0.009765625,0.4,0.4,0.00998003992015968,0.28894373359064457,0.33043478260869563,0.33043478260869563,0.8902439024390244,0.9999679289833249,0.007373631495418912,1,0,0.00998003992015968,0.8571428571428571,0.00998003992015968,0.6,0.6,0.011210762331838564,0.2849405870187216,0.13675213675213677,0.13675213675213677,0.8831168831168831,0.9999325920100464,0.0089573838176674,0.4,0,0.011210762331838564,0.8571428571428571,0.011210762331838564,0.2,0.2,0.006329113924050633,0,1,1,0.4166666666666667,0,1,0,1,0.006329113924050633,0,0.006329113924050633,125000,7,0,0.2857142857142857,0.8194504279135818,0.009765625,0.009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.42857142857142855,0,0.42857142857142855,1,0.42857142857142855,0.01171875,0.01171875,0.42857142857142855,1,0.0006932752302664158,0.006134969325153374,0,0.4823529411764706,0,0,0,0,0,0,0,0,0,0.25,0.25,0.01171875,0.82630973975092,0.3877551020408163,0.3877551020408163,0.4177215189873418,0.3312533236838615,1,0.16666666666666666,0,0.01171875,0.14285714285714285,0.01171875,0.6,0.6,0.011976047904191617,0.8276594078851752,0.043478260869565216,0.043478260869565216,0.43902439024390244,1,0,1,0,0.011976047904191617,0.14285714285714285,0.011976047904191617,0,0,0.013452914798206279,0.2955530888078816,0.1111111111111111,0.1111111111111111,0.7792207792207793,0.9999679289833249,0.007373631495418912,1,0,0.013452914798206279,0.14285714285714285,0.013452914798206279,0,0,0.0189873417721519,0.29170839204800464,0.0603448275862069,0.0603448275862069,0.6388888888888888,0.9999325920100464,0.0089573838176674,0.4,0,0.0189873417721519,0.14285714285714285,0.0189873417721519,125000,7,0,0.5714285714285714,0.82630973975092,0.01171875,0.01171875,0.3333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.5,0,0.5,0,0.5,0.013671875,0.013671875,0.5,0,0.9897989501832227,0.015337423312883436,1,0.14901960784313725,0,0,0.6,0.9215686274509803,0.8888888888888888,0.9450980392156862,0.25,0.6956521739130435,1,0,0,0.013671875,0.8432822436367275,0.1836734693877551,0.1836734693877551,0.6835443037974683,1,0,1,0,0.013671875,0.42857142857142855,0.013671875,0.4,0.4,0.013972055888223553,0.31257826095767965,0.06086956521739131,0.06086956521739131,0.6829268292682927,0.9999679289833249,0.007373631495418912,1,0,0.013972055888223553,0.42857142857142855,0.013972055888223553,0.8,0.8,0.01569506726457399,0.5354223802663084,0.1794871794871795,0.1794871794871795,0.16883116883116883,0.9999691071326231,0.013010930634308804,0.5,0,0.01569506726457399,0.42857142857142855,0.01569506726457399,0,0,0.02531645569620253,0.30857689168761787,0.19827586206896552,0.19827586206896552,0.9444444444444444,0.9999325920100464,0.0089573838176674,0.4,0,0.02531645569620253,0.42857142857142855,0.02531645569620253,125000,7,0,0.7142857142857143,0.8432822436367275,0.013671875,0.013671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.5714285714285714,0,0.5714285714285714,0,0.5714285714285714,0.015625,0.015625,0.5714285714285714,0,0.9971278597603248,0.018404907975460124,1,0.17254901960784313,0,0,0.7,0.21568627450980393,0.8888888888888888,0.7803921568627451,0,0.7608695652173914,1,0,0,0.015625,0.8512223704104639,0.46938775510204084,0.46938775510204084,0.9113924050632911,1,0,1,0,0.015625,0.14285714285714285,0.015625,0.4,0.4,0.015968063872255488,0.3204526571182802,0.3652173913043478,0.3652173913043478,0.9146341463414634,0.9999679289833249,0.007373631495418912,1,0,0.015968063872255488,0.14285714285714285,0.015968063872255488,0.6,0.6,0.017937219730941704,0.31643370187047276,0.20512820512820512,0.20512820512820512,0.8831168831168831,0.9999325920100464,0.0089573838176674,0.4,0,0.017937219730941704,0.14285714285714285,0.017937219730941704,0.2,0.2,0.006329113924050633,0,1,1,0.4166666666666667,0,1,0,1,0.006329113924050633,0,0.006329113924050633,125000,7,0,0.5714285714285714,0.8512223704104639,0.015625,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0.6428571428571429,0,0.6428571428571429,0,0.6428571428571429,0.017578125,0.017578125,0.6428571428571429,0,0.9896008715460037,0.02147239263803681,1,0.11372549019607843,0,0,0.9,0.9882352941176471,0.8888888888888888,0.9529411764705882,1,0.14347826086956522,1,0,0,0.017578125,0.8569579220373527,0.2857142857142857,0.2857142857142857,0.620253164556962,1,0,1,0,0.017578125,0.7142857142857143,0.017578125,0.4,0.4,0.017964071856287425,0.3261407275041166,0.26956521739130435,0.26956521739130435,0.8292682926829268,0.9999679289833249,0.007373631495418912,1,0,0.017964071856287425,0.7142857142857143,0.017964071856287425,0.6,0.6,0.020179372197309416,0.3221189184525098,0.17094017094017094,0.17094017094017094,0.22077922077922077,0.9999325920100464,0.0089573838176674,0.4,0,0.020179372197309416,0.7142857142857143,0.020179372197309416,0.2,0.2,0.006329113924050633,0,1,1,0.4166666666666667,0,1,0,1,0.006329113924050633,0,0.006329113924050633,125000,7,0,0.14285714285714285,0.8569579220373527,0.017578125,0.017578125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
