id,received_at,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes.0,uplink_message.decoded_payload.bytes.1,uplink_message.decoded_payload.bytes.2,uplink_message.decoded_payload.bytes.3,uplink_message.decoded_payload.bytes.4,uplink_message.decoded_payload.bytes.5,uplink_message.decoded_payload.bytes.6,uplink_message.decoded_payload.bytes.7,uplink_message.decoded_payload.bytes.8,uplink_message.decoded_payload.bytes.9,uplink_message.decoded_payload.bytes.10,uplink_message.decoded_payload.bytes.11,uplink_message.decoded_payload.bytes.12,uplink_message.decoded_payload.bytes.13,uplink_message.decoded_payload.bytes.14,uplink_message.decoded_payload.bytes.15,uplink_message.decoded_payload.bytes.16,uplink_message.decoded_payload.bytes.17,uplink_message.decoded_payload.bytes.18,uplink_message.decoded_payload.bytes.19,uplink_message.decoded_payload.bytes.20,uplink_message.decoded_payload.bytes.21,uplink_message.decoded_payload.bytes.22,uplink_message.decoded_payload.bytes.23,uplink_message.decoded_payload.bytes.24,uplink_message.decoded_payload.bytes.25,uplink_message.decoded_payload.bytes.26,uplink_message.decoded_payload.bytes.27,uplink_message.decoded_payload.bytes.28,uplink_message.decoded_payload.bytes.29,uplink_message.decoded_payload.bytes.30,uplink_message.decoded_payload.bytes.31,uplink_message.decoded_payload.bytes.32,uplink_message.decoded_payload.bytes.33,uplink_message.decoded_payload.bytes.34,uplink_message.decoded_payload.bytes.35,uplink_message.decoded_payload.bytes.36,uplink_message.decoded_payload.bytes.37,uplink_message.decoded_payload.bytes.38,uplink_message.decoded_payload.bytes.39,uplink_message.decoded_payload.bytes.40,uplink_message.decoded_payload.bytes.41,uplink_message.decoded_payload.bytes.42,uplink_message.decoded_payload.bytes.43,uplink_message.decoded_payload.bytes.44,uplink_message.decoded_payload.bytes.45,uplink_message.decoded_payload.bytes.46,uplink_message.decoded_payload.bytes.47,uplink_message.decoded_payload.bytes.48,score
4976,0.54819874407844,0,0.0004672169444011836,0.5591457753017641,0.29957805907172996,0.9529411764705882,0.9763313609467456,1,0.04065040650406504,0,0.3508771929824561,0.3411764705882353,0.8612244897959184,0.023529411764705882,0,0.656,0.8739495798319328,1,0,1,0,1,0,1,0,1,0,0.07692307692307693,1,0.4777777777777778,0,1,0,0.9925373134328358,0,0.8495575221238938,1,0.24568965517241378,1,0.4020100502512563,1,0,0,0,0,0,0,0,0,0,0,0,0,0.86
1146,0.12625316734603945,0,0,0.13333333333333333,0.7510548523206751,0.03137254901960784,0.9585798816568047,1,0.04065040650406504,0,0.3508771929824561,0.2823529411764706,0.6163265306122448,0.023529411764705882,0,0.232,0.6302521008403361,1,0,0.0875,0,0.09663865546218488,0,0.1322314049586777,0,0.15873015873015872,0,0.5673076923076923,0,0.4666666666666667,0,0.9924812030075187,0,1,0,1,1,0.4870689655172414,0.8888888888888888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85
7617,0.8391539054753774,0.08333333333333333,0.0009344338888023672,0.8438254410399257,0.8185654008438819,0.6509803921568628,0.9940828402366864,1,0.4065040650406504,0.2,1,0.21176470588235294,0.2,0.21568627450980393,1,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111111111112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
3692,0.40674231574308695,0.011904761904761904,0.000389347453667653,0.4163416898792943,0.10126582278481013,0.6352941176470588,0.9704142011834319,1,0.04065040650406504,0,0.3508771929824561,0.3215686274509804,0.7387755102040816,0.023529411764705882,0,0.596,0.726890756302521,1,0,0.4625,1,0.1638655462184874,1,0.19834710743801653,1,0.3333333333333333,1,1,1,0.8777777777777778,1,0.37593984962406013,0,0.3358208955223881,0,0.336283185840708,0,1,0,0.19597989949748743,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.84
8841,0.9740002203371158,0,0.001012303379535898,0.9762302692664809,0.7468354430379747,0.9019607843137255,1,1,0.04065040650406504,0,0.3508771929824561,0.8431372549019608,1,0.023529411764705882,0,0.816,0.9369747899159664,1,0,0.14583333333333334,0.25,0.13445378151260504,1,0.05785123966942149,1,0.1388888888888889,1,0.18269230769230768,1,1,1,0.39097744360902253,0,0.8208955223880597,0,0.42920353982300885,0,0.3793103448275862,0,0.457286432160804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83
8842,0.9741103888950093,0.011904761904761904,0.0010901728702694285,0.9764159702878366,0.7468354430379747,0.9019607843137255,1,1,0.04065040650406504,0,0.3508771929824561,0.8431372549019608,1,0.023529411764705882,0,0.164,1,1,0,0.4666666666666667,1,0.058823529411764705,1,0.1115702479338843,1,0.3253968253968254,1,0.7307692307692307,1,0.8,1,0.3383458646616541,0,0.3283582089552239,0,0.24336283185840707,0,0.02586206896551724,0.1111111111111111,0.23618090452261306,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.83
3691,0.40663214718519336,0,0.0003114779629341224,0.4161559888579387,0.10126582278481013,0.6352941176470588,0.9704142011834319,1,0.04065040650406504,0,0.3508771929824561,0.3215686274509804,0.7387755102040816,0.023529411764705882,0,0.96,0.6638655462184874,1,0,0.14583333333333334,0.25,0.42436974789915966,0,0.32644628099173556,0,0.26587301587301587,0,0.6346153846153846,0,0.4111111111111111,0,0.38345864661654133,0,0.8059701492537313,0,0.4469026548672566,0,0.34051724137931033,0,0.4321608040201005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82
2407,0.26517571884984026,0.011904761904761904,0.0002336084722005918,0.2744661095636026,1,0.3215686274509804,0.9644970414201184,1,0.04065040650406504,0,0.3508771929824561,0.7764705882352941,0.6285714285714286,0.023529411764705882,0,0.548,0.6470588235294118,1,0,0.32916666666666666,0,0.3319327731092437,0,0.3760330578512397,0,0.35714285714285715,0,0.6923076923076923,0,0.14444444444444443,0,0.06766917293233082,0,0.08955223880597014,0,0.035398230088495575,0,0.14224137931034483,0,0.08040201005025126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77
7598,0.8370607028753994,0.011904761904761904,0.0008565643980688367,0.8417827298050139,0.31223628691983124,0.6352941176470588,0.9940828402366864,1,0.04065040650406504,0,0.3508771929824561,0.20784313725490197,0.8775510204081632,0.023529411764705882,0,0.98,0.8991596638655462,1,0,0.32916666666666666,0,0.3403361344537815,0,0.3760330578512397,0,0.36904761904761907,0,0.7019230769230769,0,0.16666666666666666,0,0.08270676691729323,0,0.1044776119402985,0,0.048672566371681415,0,0.0603448275862069,0,0.05527638190954774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77
1147,0.126363335903933,0.011904761904761904,0.0000778694907335306,0.13351903435468895,0.7510548523206751,0.03137254901960784,0.9585798816568047,1,0.04065040650406504,0,0.3508771929824561,0.2823529411764706,0.6163265306122448,0.023529411764705882,0,0.196,0.634453781512605,1,0,0.10416666666666667,0,0.10084033613445378,0,0.09504132231404959,0,0.04365079365079365,0,0.1346153846153846,0,0.17777777777777778,0,0.10526315789473684,0,0.08955223880597014,0,0.05752212389380531,0,0.14224137931034483,0,0.1658291457286432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
2406,0.26506555029194667,0,0.0001557389814670612,0.274280408542247,1,0.3215686274509804,0.9644970414201184,1,0.04065040650406504,0,0.3508771929824561,0.7764705882352941,0.6285714285714286,0.023529411764705882,0,0.452,0.6386554621848739,1,0,0.11666666666666667,0,0.13445378151260504,0,0.12396694214876033,0,0.14285714285714285,0,0.25961538461538464,0,0.2777777777777778,0,0.16541353383458646,0,0.1865671641791045,0,0.10619469026548672,0,0.10344827586206896,0,0.12060301507537688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
4977,0.5483089126363336,0.011904761904761904,0.0005450864351347142,0.5593314763231197,0.29957805907172996,0.9529411764705882,0.9763313609467456,1,0.04065040650406504,0,0.3508771929824561,0.3411764705882353,0.8612244897959184,0.023529411764705882,0,0.304,0.8865546218487395,1,0,0.05416666666666667,0,0.04201680672268908,0,0.05785123966942149,0,0.051587301587301584,0,0.17307692307692307,0,0.16666666666666666,0,0.12030075187969924,0,0.1044776119402985,0,0.06637168141592921,0,0.16379310344827586,0,0.06030150753768844,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.74
6268,0.6905365208769417,0,0.0006229559258682448,0.6986072423398328,0.04219409282700422,0.27058823529411763,0.9881656804733728,1,0.04065040650406504,0,0.3508771929824561,0.4627450980392157,0.8653061224489796,0.023529411764705882,0,0.884,0.8865546218487395,1,0,0.05416666666666667,0,0.046218487394957986,0,0.05371900826446281,0,0.04365079365079365,0,0.125,0,0.12222222222222222,0,0.09774436090225563,0,0.08208955223880597,0,0.061946902654867256,0,0.04310344827586207,0,0.07035175879396985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
6269,0.6906466894348353,0.011904761904761904,0.0007008254166017754,0.6987929433611885,0.04219409282700422,0.27058823529411763,0.9881656804733728,1,0.04065040650406504,0,0.3508771929824561,0.4627450980392157,0.8653061224489796,0.023529411764705882,0,0.428,0.8907563025210085,1,0,0.05416666666666667,0,0.04201680672268908,0,0.05785123966942149,0,0.03968253968253968,0,0.125,0,0.12222222222222222,0,0.09774436090225563,0,0.07462686567164178,0,0.05752212389380531,0,0.04741379310344827,0,0.07035175879396985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
