id,end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids.0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes.0,uplink_message.decoded_payload.bytes.1,uplink_message.decoded_payload.bytes.2,uplink_message.decoded_payload.bytes.3,uplink_message.decoded_payload.bytes.4,uplink_message.decoded_payload.bytes.5,uplink_message.decoded_payload.bytes.6,uplink_message.decoded_payload.bytes.7,uplink_message.decoded_payload.bytes.8,uplink_message.decoded_payload.bytes.9,uplink_message.decoded_payload.bytes.10,uplink_message.rx_metadata.0.gateway_ids.gateway_id,uplink_message.rx_metadata.0.gateway_ids.eui,uplink_message.rx_metadata.0.time,uplink_message.rx_metadata.0.timestamp,uplink_message.rx_metadata.0.rssi,uplink_message.rx_metadata.0.channel_rssi,uplink_message.rx_metadata.0.snr,uplink_message.rx_metadata.0.location.latitude,uplink_message.rx_metadata.0.location.longitude,uplink_message.rx_metadata.0.location.altitude,uplink_message.rx_metadata.0.location.source,uplink_message.rx_metadata.0.uplink_token,uplink_message.rx_metadata.0.channel_index,uplink_message.rx_metadata.0.received_at,uplink_message.rx_metadata.1.gateway_ids.gateway_id,uplink_message.rx_metadata.1.gateway_ids.eui,uplink_message.rx_metadata.1.time,uplink_message.rx_metadata.1.timestamp,uplink_message.rx_metadata.1.rssi,uplink_message.rx_metadata.1.channel_rssi,uplink_message.rx_metadata.1.snr,uplink_message.rx_metadata.1.location.latitude,uplink_message.rx_metadata.1.location.longitude,uplink_message.rx_metadata.1.location.altitude,uplink_message.rx_metadata.1.location.source,uplink_message.rx_metadata.1.uplink_token,uplink_message.rx_metadata.1.channel_index,uplink_message.rx_metadata.1.received_at,uplink_message.rx_metadata.2.gateway_ids.gateway_id,uplink_message.rx_metadata.2.gateway_ids.eui,uplink_message.rx_metadata.2.time,uplink_message.rx_metadata.2.timestamp,uplink_message.rx_metadata.2.rssi,uplink_message.rx_metadata.2.channel_rssi,uplink_message.rx_metadata.2.snr,uplink_message.rx_metadata.2.location.latitude,uplink_message.rx_metadata.2.location.longitude,uplink_message.rx_metadata.2.location.altitude,uplink_message.rx_metadata.2.location.source,uplink_message.rx_metadata.2.uplink_token,uplink_message.rx_metadata.2.channel_index,uplink_message.rx_metadata.2.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata.3.gateway_ids.gateway_id,uplink_message.rx_metadata.3.gateway_ids.eui,uplink_message.rx_metadata.3.time,uplink_message.rx_metadata.3.timestamp,uplink_message.rx_metadata.3.rssi,uplink_message.rx_metadata.3.channel_rssi,uplink_message.rx_metadata.3.snr,uplink_message.rx_metadata.3.location.latitude,uplink_message.rx_metadata.3.location.longitude,uplink_message.rx_metadata.3.location.altitude,uplink_message.rx_metadata.3.location.source,uplink_message.rx_metadata.3.uplink_token,uplink_message.rx_metadata.3.channel_index,uplink_message.rx_metadata.3.received_at,uplink_message.rx_metadata.4.gateway_ids.gateway_id,uplink_message.rx_metadata.4.gateway_ids.eui,uplink_message.rx_metadata.4.time,uplink_message.rx_metadata.4.timestamp,uplink_message.rx_metadata.4.rssi,uplink_message.rx_metadata.4.channel_rssi,uplink_message.rx_metadata.4.snr,uplink_message.rx_metadata.4.location.latitude,uplink_message.rx_metadata.4.location.longitude,uplink_message.rx_metadata.4.location.altitude,uplink_message.rx_metadata.4.location.source,uplink_message.rx_metadata.4.uplink_token,uplink_message.rx_metadata.4.channel_index,uplink_message.rx_metadata.4.received_at,uplink_message.decoded_payload.bytes.11,uplink_message.decoded_payload.bytes.12,uplink_message.decoded_payload.bytes.13,uplink_message.decoded_payload.bytes.14,uplink_message.decoded_payload.bytes.15,uplink_message.decoded_payload.bytes.16,uplink_message.decoded_payload.bytes.17,uplink_message.decoded_payload.bytes.18,uplink_message.decoded_payload.bytes.19,uplink_message.decoded_payload.bytes.20,uplink_message.decoded_payload.bytes.21,uplink_message.decoded_payload.bytes.22,uplink_message.decoded_payload.bytes.23,uplink_message.decoded_payload.bytes.24,uplink_message.decoded_payload.bytes.25,uplink_message.decoded_payload.bytes.26,uplink_message.decoded_payload.bytes.27,uplink_message.decoded_payload.bytes.28,uplink_message.decoded_payload.bytes.29,uplink_message.decoded_payload.bytes.30,uplink_message.decoded_payload.bytes.31,uplink_message.decoded_payload.bytes.32,uplink_message.decoded_payload.bytes.33,uplink_message.decoded_payload.bytes.34,uplink_message.decoded_payload.bytes.35,uplink_message.decoded_payload.bytes.36,uplink_message.confirmed,uplink_message.decoded_payload.bytes.37,uplink_message.decoded_payload.bytes.38,uplink_message.decoded_payload.bytes.39,uplink_message.decoded_payload.bytes.40,uplink_message.decoded_payload.bytes.41,uplink_message.decoded_payload.bytes.42,uplink_message.decoded_payload.bytes.43,uplink_message.decoded_payload.bytes.44,uplink_message.decoded_payload.bytes.45,uplink_message.decoded_payload.bytes.46,uplink_message.decoded_payload.bytes.47,uplink_message.decoded_payload.bytes.48,score
62,0.07333333333333333,0,0.07333333333333333,0,0.07333333333333333,0.8750798722044729,0.8750798722044729,0.07333333333333333,0.013095238095238096,1.0909204173804705,0.8810213556174559,0.055696202531645575,0.021568627450980395,0,0,0.017886178861788622,1.0309803921568628,0.1543859649122807,0.38392156862745097,0,0.03019607843137255,0.3384615384615385,0,0,0.8750798722044729,0.1669913244288178,0.8461538461538463,0.8461538461538463,1.0072289156626506,0.5766478222111704,0.6136120246300195,1.1,0,0.8750798722044729,0.15714285714285714,0.8750798722044729,0,0,0.8754239204160074,0.7517847886307526,0.17563025210084035,0.17563025210084035,0.9072164948453608,1.1,0,1.1,0,0.8754239204160074,0.15714285714285714,0.8754239204160074,0,0,0.8737049827331033,0.16313876350974071,0.15042735042735045,0.15042735042735045,0.935632183908046,1.099925851211051,0.009853122199434142,0.44000000000000006,0,0.8737049827331033,0.15714285714285714,0.8737049827331033,0,0,0,1.1,0.1669913244288178,0.8750798722044729,0.8750798722044729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.5369047619047619,0,1.1,0,0,0,0,0,0,0,0,0,1.1,1.1,0.50875,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
74,0.7333333333333333,0,0.7333333333333333,0,0.7333333333333333,0.8063236752230913,0.8063236752230913,0.7333333333333333,0.011904761904761904,0.992368789908114,0.8115134633240483,0.05063291139240506,0.058823529411764705,0,0,0,0,0.14035087719298245,0.8509803921568627,0,0,0.3076923076923077,0,0,0.8063236752230913,0.6629511107868485,0.15384615384615385,0.15384615384615385,0.6626506024096386,0.5242252929192458,0.5578291133000177,1,0,0.8063236752230913,0.5714285714285714,0.8063236752230913,0.6,0.6,0.8066922903007009,0.6593765563028751,0.04201680672268908,0.04201680672268908,0.4329896907216495,0.9999325920100464,0.0089573838176674,0.4,0,0.8066922903007009,0.5714285714285714,0.8066922903007009,0.6,0.6,0.001356684755796744,0,1,1,0.4827586206896552,0,1,0,1,0.001356684755796744,0,0.001356684755796744,0,0,0,0.5714285714285714,0.6629511107868485,0.8063236752230913,0.8063236752230913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67
29,0.7333333333333333,0,0.7333333333333333,0,0.7333333333333333,0.7492563622342183,0.7492563622342183,0.7333333333333333,0.011904761904761904,0.9901105746768416,0.7565459610027855,0.05063291139240506,0.09411764705882353,0,0,0,0,0.14035087719298245,0.9450980392156862,0,0,0.3076923076923077,0,0,0.7492563622342183,0.5608960652012788,0.15384615384615385,0.15384615384615385,0.6144578313253012,0.5242252929192458,0.5578291133000177,1,0,0.7492563622342183,0.8571428571428571,0.7492563622342183,0.6,0.6,0.7494912955007913,0.5573208867463821,0.04201680672268908,0.04201680672268908,0.4845360824742268,0.9999325920100464,0.0089573838176674,0.4,0,0.7494912955007913,0.8571428571428571,0.7494912955007913,0.6,0.6,0.001356684755796744,0,1,1,0.4827586206896552,0,1,0,1,0.001356684755796744,0,0.001356684755796744,0,0,0,0.7142857142857143,0.5608960652012788,0.7492563622342183,0.7492563622342183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65
22,0.7333333333333333,0,0.7333333333333333,0,0.7333333333333333,0.7414343946237744,0.7414343946237744,0.7333333333333333,0.011904761904761904,0.9897990967139075,0.7489322191272052,0.05063291139240506,0.10980392156862745,0,0,0,0,0.14035087719298245,0.8588235294117647,0,0,0.3076923076923077,0,0,0.7414343946237744,0.44334492358841604,0.11538461538461539,0.11538461538461539,0.5180722891566265,0.5242252929192458,0.5578291133000177,1,0,0.7414343946237744,0.42857142857142855,0.7414343946237744,0.6,0.6,0.7416911598462582,0.43978452352471614,0.09243697478991597,0.09243697478991597,0.7422680412371134,0.9999325920100464,0.0089573838176674,0.4,0,0.7416911598462582,0.42857142857142855,0.7416911598462582,0.6,0.6,0.001356684755796744,0,1,1,0.4827586206896552,0,1,0,1,0.001356684755796744,0,0.001356684755796744,0,0,0,0.42857142857142855,0.44334492358841604,0.7414343946237744,0.7414343946237744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63
23,0.7333333333333333,0,0.7333333333333333,0,0.7333333333333333,0.7434174286658588,0.7434174286658588,0.7333333333333333,0.011904761904761904,0.989876966204641,0.6492107706592386,0.05063291139240506,0.12156862745098039,0,0,0,0,0.14035087719298245,0.8784313725490196,0,0,0.3076923076923077,0,0,0.7434174286658588,0.7227689813323136,0.17307692307692307,0.17307692307692307,0.6265060240963856,0.5242252929192458,0.5578291133000177,1,0,0.7434174286658588,0.42857142857142855,0.7434174286658588,0.6,0.6,0.7436129323988243,0.719168382018103,0.04201680672268908,0.04201680672268908,0.6185567010309279,0.9999325920100464,0.0089573838176674,0.4,0,0.7436129323988243,0.42857142857142855,0.7436129323988243,0.6,0.6,0.001356684755796744,0,1,1,0.4827586206896552,0,1,0,1,0.001356684755796744,0,0.001356684755796744,0,0,0,0.42857142857142855,0.7227689813323136,0.7434174286658588,0.7434174286658588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
27,0.7333333333333333,0,0.7333333333333333,0,0.7333333333333333,0.7473834967500276,0.7473834967500276,0.7333333333333333,0.011904761904761904,0.9900327051861081,0.7546889507892294,0.05063291139240506,0.10196078431372549,0,0,0,0,0.14035087719298245,0.9294117647058824,0,0,0.3076923076923077,0,0,0.7473834967500276,0.2814661421630319,0.15384615384615385,0.15384615384615385,0.6385542168674698,0.5242252929192458,0.5578291133000177,1,0,0.7473834967500276,0.2857142857142857,0.7473834967500276,0,0,0.7475695229482252,0.813068793827108,0.05042016806722689,0.05042016806722689,0.27835051546391754,1,0,1,0,0.7475695229482252,0.2857142857142857,0.7475695229482252,0,0,0.7472866304884065,0.2779318147479249,0.05128205128205128,0.05128205128205128,0.5287356321839081,0.9999325920100464,0.0089573838176674,0.4,0,0.7472866304884065,0.2857142857142857,0.7472866304884065,0,0,0,0.14285714285714285,0.2814661421630319,0.7473834967500276,0.7473834967500276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
66,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0.8003745730968381,0.8003745730968381,0.6666666666666666,0.011904761904761904,0.9863728391216321,0.8059424326833797,0.05063291139240506,0.11372549019607843,0,0,0.056910569105691054,0.054901960784313725,0.12280701754385964,0.8117647058823529,0,0.8,0.3076923076923077,0.25,0.25,0.8003745730968381,0.353091558158108,0.07692307692307693,0.07692307692307693,0.21686746987951808,1,0,1,0,0.8003745730968381,0.2857142857142857,0.8003745730968381,0.2,0.2,0.8008139271987339,0.8214342439599656,0.19327731092436976,0.19327731092436976,0.845360824742268,0.9999679289833249,0.007373631495418912,1,0,0.8008139271987339,0.2857142857142857,0.8008139271987339,0,0,0.798717316230883,0.8179443389838604,0.10256410256410256,0.10256410256410256,0.6436781609195402,0.9999325920100464,0.0089573838176674,0.4,0,0.798717316230883,0.2857142857142857,0.798717316230883,0,0,0,0.14285714285714285,0.353091558158108,0.8003745730968381,0.8003745730968381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
3,0.5333333333333333,0,0.5333333333333333,0,0.5333333333333333,0.7190701773713782,0.7190701773713782,0.5333333333333333,0.011904761904761904,0.9888646628251051,0.538347260909935,0.046413502109704644,0.9921568627450981,0,0,0,0,0.14035087719298245,0.5725490196078431,0,0,0.3076923076923077,0.25,0.25,0.7190701773713782,0.8553354741858753,0.23076923076923078,0.23076923076923078,0.37349397590361444,1,0,1,0,0.7190701773713782,0,0.7190701773713782,0.2,0.2,0.7193081618810762,0.3235969091146505,0.09243697478991597,0.09243697478991597,0.38144329896907214,0.9999679289833249,0.007373631495418912,1,0,0.7193081618810762,0,0.7193081618810762,0,0,0.7202762703502713,0.32008281939799405,0.13675213675213677,0.13675213675213677,0.5747126436781609,0.9999325920100464,0.0089573838176674,0.4,0,0.7202762703502713,0,0.7202762703502713,0,0,0,0.2857142857142857,0.8553354741858753,0.7190701773713782,0.7190701773713782,0,0,0,0,0,0,0,0,0,0,0,0.28571429428571415,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50
80,0.5333333333333333,0,0.5333333333333333,0,0.5333333333333333,0.8135948000440674,0.8135948000440674,0.5333333333333333,0.011904761904761904,0.9926023983803146,0.8185701021355617,0.046413502109704644,0.8980392156862745,0,0,0,0,0.14035087719298245,0.7568627450980392,0,0,0.3076923076923077,0.25,0.25,0.8135948000440674,0.26528611420478265,0.17307692307692307,0.17307692307692307,0.7590361445783133,1,0,1,0,0.8135948000440674,0,0.8135948000440674,0.2,0.2,0.8140402441781596,0.7336391536468485,0.10084033613445378,0.10084033613445378,0.7525773195876289,0.9999679289833249,0.007373631495418912,1,0,0.8140402441781596,0,0.8140402441781596,0,0,0.8112974839664528,0.7301525116253824,0.15384615384615385,0.15384615384615385,0.8160919540229885,0.9999325920100464,0.0089573838176674,0.4,0,0.8112974839664528,0,0.8112974839664528,0,0,0,0.2857142857142857,0.26528611420478265,0.8135948000440674,0.8135948000440674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50
81,0.6,0,0.6,0,0.6,0.813704968601961,0.813704968601961,0.6,0.011904761904761904,0.9867621865752998,0.8187558031569173,0.046413502109704644,0.984313725490196,0,0,0.032520325203252036,0.25098039215686274,0.14035087719298245,0.5215686274509804,0,0.12941176470588237,0.3076923076923077,0.25,0.25,0.813704968601961,0.26746759664611597,0.25,0.25,0.5060240963855421,1,0,1,0,0.813704968601961,0.14285714285714285,0.813704968601961,0.2,0.2,0.8141532896224282,0.7358203157519355,0.10084033613445378,0.10084033613445378,0.6907216494845361,0.9999679289833249,0.007373631495418912,1,0,0.8141532896224282,0.14285714285714285,0.8141532896224282,0,0,0.8114208189442526,0.7323336826044773,0.3162393162393162,0.3162393162393162,0.8620689655172413,0.9999325920100464,0.0089573838176674,0.4,0,0.8114208189442526,0.14285714285714285,0.8114208189442526,0,0,0,1,0.26746759664611597,0.813704968601961,0.813704968601961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50
