uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,received_at
0,0,0,0.7184907087507333,0.3673469387755102,0.3673469387755102,1,0,1,0,0,0,0
0.25,0.25,0.001953125,0.7476631039550033,0.3673469387755102,0.3673469387755102,0.3312533236838615,1,0.16666666666666666,0,0.001953125,0.001953125,0.001953125
0.5,0.5,0.00390625,0.23811667619470328,0.2653061224489796,0.2653061224489796,0.5242252929192458,0.5578291133000177,1,0,0.00390625,0.00390625,0.00390625
0.5,0.5,0.005859375,0.23938125265343524,0.3673469387755102,0.3673469387755102,0.5242252929192458,0.5578291133000177,1,0,0.005859375,0.005859375,0.005859375
0,0,0.0078125,0.8021627230705226,0.5306122448979592,0.5306122448979592,1,0,1,0,0.0078125,0.0078125,0.0078125
0,0,0.009765625,0.8194504279135818,0.5102040816326531,0.5102040816326531,1,0,1,0,0.009765625,0.009765625,0.009765625
0.25,0.25,0.01171875,0.82630973975092,0.3877551020408163,0.3877551020408163,0.3312533236838615,1,0.16666666666666666,0,0.01171875,0.01171875,0.01171875
0,0,0.013671875,0.8432822436367275,0.1836734693877551,0.1836734693877551,1,0,1,0,0.013671875,0.013671875,0.013671875
0,0,0.015625,0.8512223704104639,0.46938775510204084,0.46938775510204084,1,0,1,0,0.015625,0.015625,0.015625
0,0,0.017578125,0.8569579220373527,0.2857142857142857,0.2857142857142857,1,0,1,0,0.017578125,0.017578125,0.017578125
0,0,0.01953125,0.8927688571471291,0.2653061224489796,0.2653061224489796,1,0,1,0,0.01953125,0.01953125,0.01953125
0.5,0.5,0.021484375,0.3573968907263408,0.3469387755102041,0.3469387755102041,0.5242252929192458,0.5578291133000177,1,0,0.021484375,0.021484375,0.021484375
0,0,0.0234375,0.9156180913174671,0.14285714285714285,0.14285714285714285,1,0,1,0,0.0234375,0.0234375,0.0234375
0.25,0.25,0.025390625,0.9169318609688025,0.5306122448979592,0.5306122448979592,0.3312533236838615,1,0.16666666666666666,0,0.025390625,0.025390625,0.025390625
0.5,0.5,0.02734375,0.3987203267236853,0.04081632653061224,0.04081632653061224,0.5242252929192458,0.5578291133000177,1,0,0.02734375,0.02734375,0.02734375
0,0,0.029296875,0.9355879318926169,0.3469387755102041,0.3469387755102041,1,0,1,0,0.029296875,0.029296875,0.029296875
0.75,0.75,0.03125,0.6252438593704823,0.6122448979591837,0.6122448979591837,0.5417031809124497,0.9843014128728415,0.16666666666666666,0,0.03125,0.03125,0.03125
0,0,0.033203125,0.9673685628131011,0.12244897959183673,0.12244897959183673,1,0,1,0,0.033203125,0.033203125,0.033203125
0.75,0.75,0.03515625,0.689086585899791,0.40816326530612246,0.40816326530612246,0.5417031809124497,0.9843014128728415,0.16666666666666666,0,0.03515625,0.03515625,0.03515625
1,1,0.037109375,0.48934571385626086,0.16326530612244897,0.16326530612244897,0,0.6776429599989742,0,0,0.037109375,0.037109375,0.037109375
0.25,0.25,0.0390625,0.04734123424249453,0.6326530612244898,0.6326530612244898,0.3312533236838615,1,0.16666666666666666,0,0.0390625,0.0390625,0.0390625
0.25,0.25,0.041015625,0.04860771910848815,0.5306122448979592,0.5306122448979592,0.3312533236838615,1,0.16666666666666666,0,0.041015625,0.041015625,0.041015625
0.5,0.5,0.04296875,0.5477745573833506,0.9183673469387755,0.9183673469387755,0.5242252929192458,0.5578291133000177,1,0,0.04296875,0.04296875,0.04296875
0,0,0.044921875,0.09203477879889511,0.40816326530612246,0.40816326530612246,1,0,1,0,0.044921875,0.044921875,0.044921875
0.25,0.25,0.046875,0.09909236662990444,0.46938775510204084,0.46938775510204084,0.3312533236838615,1,0.16666666666666666,0,0.046875,0.046875,0.046875
0.75,0.75,0.048828125,0.8138770603506171,0.42857142857142855,0.42857142857142855,0.5417031809124497,0.9843014128728415,0.16666666666666666,0,0.048828125,0.048828125,0.048828125
0,0,0.05078125,0.1237459530960754,0.4897959183673469,0.4897959183673469,1,0,1,0,0.05078125,0.05078125,0.05078125
0,0,0.052734375,0.1295609527513799,0.2857142857142857,0.2857142857142857,1,0,1,0,0.052734375,0.052734375,0.052734375
0.5,0.5,0.0546875,0.6383809427022431,0.10204081632653061,0.10204081632653061,0.5242252929192458,0.5578291133000177,1,0,0.0546875,0.0546875,0.0546875
0,0,0.056640625,0.16637827279911957,0.30612244897959184,0.30612244897959184,1,0,1,0,0.056640625,0.056640625,0.056640625
0.25,0.25,0.05859375,0.18844436408159224,0.5918367346938775,0.5918367346938775,0.3312533236838615,1,0.16666666666666666,0,0.05859375,0.05859375,0.05859375
0.5,0.5,0.060546875,0.6626999136926577,0.3673469387755102,0.3673469387755102,0.5242252929192458,0.5578291133000177,1,0,0.060546875,0.060546875,0.060546875
1,1,0.0625,0.676781640286956,0.10204081632653061,0.10204081632653061,0,0.6776429599989742,0,0,0.0625,0.0625,0.0625
0.5,0.5,0.064453125,0.6812012264190307,0.40816326530612246,0.40816326530612246,0.5242252929192458,0.5578291133000177,1,0,0.064453125,0.064453125,0.064453125
0.5,0.5,0.06640625,0.6823653736506936,0.061224489795918366,0.061224489795918366,0.5242252929192458,0.5578291133000177,1,0,0.06640625,0.06640625,0.06640625
0.25,0.25,0.068359375,0.24019779125822663,0.5102040816326531,0.5102040816326531,0.3312533236838615,1,0.16666666666666666,0,0.068359375,0.068359375,0.068359375
0,0,0.0703125,0.2730984715711487,0.40816326530612246,0.40816326530612246,1,0,1,0,0.0703125,0.0703125,0.0703125
0.25,0.25,0.072265625,0.30226805728029493,0.3877551020408163,0.3877551020408163,0.3312533236838615,1,0.16666666666666666,0,0.072265625,0.072265625,0.072265625
0,0,0.07421875,0.3295069966725053,0.12244897959183673,0.12244897959183673,1,0,1,0,0.07421875,0.07421875,0.07421875
0.25,0.25,0.076171875,0.33082202864593474,0.5102040816326531,0.5102040816326531,0.3312533236838615,1,0.16666666666666666,0,0.076171875,0.076171875,0.076171875
0,0,0.078125,0.35676655062355017,0.4897959183673469,0.4897959183673469,1,0,1,0,0.078125,0.078125,0.078125
0.5,0.5,0.080078125,0.8470875146463971,0.7959183673469388,0.7959183673469388,0.5242252929192458,0.5578291133000177,1,0,0.080078125,0.080078125,0.080078125
0.5,0.5,0.08203125,0.8542866980703292,0.2857142857142857,0.2857142857142857,0.5242252929192458,0.5578291133000177,1,0,0.08203125,0.08203125,0.08203125
0.75,0.75,0.083984375,0.08646602431693191,0.3877551020408163,0.3877551020408163,0.5417031809124497,0.9843014128728415,0.16666666666666666,0,0.083984375,0.083984375,0.083984375
0.5,0.5,0.0859375,0.8788549390125896,0.8979591836734694,0.8979591836734694,0.5242252929192458,0.5578291133000177,1,0,0.0859375,0.0859375,0.0859375
0,0,0.087890625,0.4115259805857043,0.42857142857142855,0.42857142857142855,1,0,1,0,0.087890625,0.087890625,0.087890625
0,0,0.08984375,0.447361327091669,0.2653061224489796,0.2653061224489796,1,0,1,0,0.08984375,0.08984375,0.08984375
0.5,0.5,0.091796875,0.9214182759037879,0.061224489795918366,0.061224489795918366,0.5242252929192458,0.5578291133000177,1,0,0.091796875,0.091796875,0.091796875
0,0,0.09375,0.4706092207232303,0.10204081632653061,0.10204081632653061,1,0,1,0,0.09375,0.09375,0.09375
0.5,0.5,0.095703125,0.9449078982231798,0.30612244897959184,0.30612244897959184,0.5242252929192458,0.5578291133000177,1,0,0.095703125,0.095703125,0.095703125
0.5,0.5,0.09765625,0.962753343079331,0.04081632653061224,0.04081632653061224,0.5242252929192458,0.5578291133000177,1,0,0.09765625,0.09765625,0.09765625
0.5,0.5,0.099609375,0.9632054026900526,0.42857142857142855,0.42857142857142855,0.5242252929192458,0.5578291133000177,1,0,0.099609375,0.099609375,0.099609375
0,0,0.1015625,0.4913515960741564,0.14285714285714285,0.14285714285714285,1,0,1,0,0.1015625,0.1015625,0.1015625
0.5,0.5,0.103515625,0.9953895665610433,0.14285714285714285,0.14285714285714285,0.5242252929192458,0.5578291133000177,1,0,0.103515625,0.103515625,0.103515625
0,0,0.10546875,0.5551158379446756,0.3469387755102041,0.3469387755102041,1,0,1,0,0.10546875,0.10546875,0.10546875
0,0,0.107421875,0.5842394641774145,0,0,1,0,1,0,0.107421875,0.107421875,0.107421875
