value,date,tipe
0.5,0,false
0.5714285714285714,0.00027839643652561246,true
0.07142857142857142,0.0005567928730512249,true
0.14285714285714285,0.0008351893095768374,true
0.6428571428571429,0.0011135857461024498,false
0.7142857142857143,0.0013919821826280624,false
0.42857142857142855,0.0016703786191536749,true
0.7857142857142857,0.0019487750556792874,false
0.8571428571428571,0.0022271714922048997,false
0.9285714285714286,0.0025055679287305124,false
1,0.0027839643652561247,true
0,0.003062360801781737,false
0.07142857142857142,0.0033407572383073497,true
0.14285714285714285,0.003619153674832962,true
0.21428571428571427,0.0038975501113585748,false
0.2857142857142857,0.0041759465478841875,true
0.35714285714285715,0.004454342984409799,true
0.42857142857142855,0.004732739420935412,true
0.5,0.005011135857461025,true
0.5714285714285714,0.005289532293986637,true
0.07142857142857142,0.005567928730512249,true
0.14285714285714285,0.005846325167037862,true
0.6428571428571429,0.006124721603563474,false
0.7142857142857143,0.006403118040089087,false
0.42857142857142855,0.0066815144766146995,true
0.7857142857142857,0.006959910913140312,true
0.8571428571428571,0.007238307349665924,false
0.9285714285714286,0.007516703786191537,false
1,0.0077951002227171495,true
0,0.008073496659242762,true
0.07142857142857142,0.008351893095768375,true
0.14285714285714285,0.008630289532293986,false
0.21428571428571427,0.008908685968819599,true
0.2857142857142857,0.009187082405345211,false
0.35714285714285715,0.009465478841870824,false
0.42857142857142855,0.009743875278396437,true
0.5,0.01002227171492205,false
0.5714285714285714,0.01030066815144766,false
0.07142857142857142,0.010579064587973273,true
0.14285714285714285,0.010857461024498886,true
0.6428571428571429,0.011135857461024499,false
0.7142857142857143,0.011414253897550112,false
0.42857142857142855,0.011692650334075724,false
0.7857142857142857,0.011971046770601337,true
0.8571428571428571,0.012249443207126948,true
0.9285714285714286,0.01252783964365256,true
1,0.012806236080178173,false
0,0.013084632516703786,true
0.07142857142857142,0.013363028953229399,true
0.14285714285714285,0.013641425389755012,false
0.21428571428571427,0.013919821826280624,false
0.2857142857142857,0.014198218262806235,false
0.35714285714285715,0.014476614699331848,false
0.42857142857142855,0.01475501113585746,true
0.5,0.015033407572383074,false
0.5714285714285714,0.015311804008908686,false
0.07142857142857142,0.015590200445434299,true
0.14285714285714285,0.01586859688195991,true
0.6428571428571429,0.016146993318485525,false
0.7142857142857143,0.016425389755011136,false
0.42857142857142855,0.01670378619153675,true
0.7857142857142857,0.01698218262806236,true
0.8571428571428571,0.017260579064587972,false
0.9285714285714286,0.017538975501113586,false
1,0.017817371937639197,false
0,0.018095768374164812,false
0.07142857142857142,0.018374164810690423,false
0.14285714285714285,0.018652561247216037,false
0.21428571428571427,0.01893095768374165,false
0.2857142857142857,0.01920935412026726,false
0.35714285714285715,0.019487750556792874,false
0.42857142857142855,0.019766146993318485,false
0.5,0.0200445434298441,true
0.5714285714285714,0.02032293986636971,true
0.07142857142857142,0.02060133630289532,false
0.14285714285714285,0.020879732739420936,true
0.6428571428571429,0.021158129175946547,false
0.7142857142857143,0.02143652561247216,true
0.7857142857142857,0.021714922048997772,false
0.8571428571428571,0.021993318485523387,false
0.9285714285714286,0.022271714922048998,false
1,0.02255011135857461,false
0,0.022828507795100223,false
0.07142857142857142,0.023106904231625834,true
0.14285714285714285,0.02338530066815145,false
0.21428571428571427,0.02366369710467706,false
0.2857142857142857,0.023942093541202674,false
0.35714285714285715,0.024220489977728285,true
0.42857142857142855,0.024498886414253896,false
0.5,0.02477728285077951,false
0.5714285714285714,0.02505567928730512,false
0.07142857142857142,0.025334075723830736,false
0.14285714285714285,0.025612472160356347,true
0.6428571428571429,0.02589086859688196,false
0.7142857142857143,0.026169265033407572,false
0.42857142857142855,0.026447661469933183,false
0.7857142857142857,0.026726057906458798,false
0.8571428571428571,0.02700445434298441,false
0.9285714285714286,0.027282850779510023,false
1,0.027561247216035634,false
0,0.02783964365256125,false
0.07142857142857142,0.02811804008908686,false
0.14285714285714285,0.02839643652561247,false
0.21428571428571427,0.028674832962138085,false
0.2857142857142857,0.028953229398663696,false
0.35714285714285715,0.02923162583518931,false
0.42857142857142855,0.02951002227171492,true
0.5,0.029788418708240536,true
0.5714285714285714,0.030066815144766147,false
0.07142857142857142,0.030345211581291758,false
0.14285714285714285,0.030623608017817373,true
0.6428571428571429,0.030902004454342984,false
0.7142857142857143,0.031180400890868598,false
0.42857142857142855,0.03145879732739421,true
0.7857142857142857,0.03173719376391982,false
0.8571428571428571,0.032015590200445435,false
0.9285714285714286,0.03229398663697105,false
1,0.03257238307349666,true
0,0.03285077951002227,false
0.07142857142857142,0.033129175946547886,false
0.14285714285714285,0.0334075723830735,false
0.21428571428571427,0.03368596881959911,false
0.2857142857142857,0.03396436525612472,false
0.35714285714285715,0.034242761692650336,false
0.42857142857142855,0.034521158129175944,false
0.5,0.03479955456570156,false
0.5714285714285714,0.03507795100222717,false
0.07142857142857142,0.03535634743875279,true
0.14285714285714285,0.035634743875278395,false
0.6428571428571429,0.03591314031180401,false
0.7142857142857143,0.036191536748329624,false
0.42857142857142855,0.03646993318485523,false
0.7857142857142857,0.036748329621380846,false
0.8571428571428571,0.03702672605790646,false
0.9285714285714286,0.037305122494432075,false
1,0.03758351893095768,false
0,0.0378619153674833,true
0.07142857142857142,0.03814031180400891,false
0.14285714285714285,0.03841870824053452,true
0.21428571428571427,0.03869710467706013,false
0.2857142857142857,0.03897550111358575,false
0.35714285714285715,0.039253897550111355,false
0.42857142857142855,0.03953229398663697,false
0.5,0.039810690423162584,true
0.5714285714285714,0.0400890868596882,false
0.07142857142857142,0.040367483296213806,true
0.14285714285714285,0.04064587973273942,false
0.6428571428571429,0.040924276169265035,false
0.7142857142857143,0.04120267260579064,false
0.42857142857142855,0.04148106904231626,false
0.7857142857142857,0.04175946547884187,false
0.8571428571428571,0.042037861915367486,false
0.9285714285714286,0.042316258351893093,false
1,0.04259465478841871,false
0,0.04287305122494432,false
0.07142857142857142,0.04315144766146993,false
0.14285714285714285,0.043429844097995544,false
0.21428571428571427,0.04370824053452116,true
0.2857142857142857,0.04398663697104677,false
0.35714285714285715,0.04426503340757238,true
0.42857142857142855,0.044543429844097995,false
0.5,0.04482182628062361,false
0.5714285714285714,0.04510022271714922,false
0.07142857142857142,0.04537861915367483,true
0.14285714285714285,0.045657015590200446,false
0.6428571428571429,0.04593541202672606,false
0.7142857142857143,0.04621380846325167,false
0.42857142857142855,0.04649220489977728,false
0.7857142857142857,0.0467706013363029,false
0.8571428571428571,0.047048997772828505,false
0.9285714285714286,0.04732739420935412,false
1,0.047605790645879734,true
0,0.04788418708240535,false
0.07142857142857142,0.048162583518930956,false
0.14285714285714285,0.04844097995545657,false
0.21428571428571427,0.048719376391982185,false
0.2857142857142857,0.04899777282850779,false
0.35714285714285715,0.04927616926503341,false
0.42857142857142855,0.04955456570155902,false
0.5,0.049832962138084635,false
0.5714285714285714,0.05011135857461024,true
0.07142857142857142,0.05038975501113586,false
0.14285714285714285,0.05066815144766147,false
0.6428571428571429,0.05094654788418708,false
0.7142857142857143,0.051224944320712694,false
0.42857142857142855,0.05150334075723831,false
0.7857142857142857,0.05178173719376392,false
0.8571428571428571,0.05206013363028953,false
0.9285714285714286,0.052338530066815145,false
1,0.05261692650334076,false
