end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids.0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes.0,uplink_message.decoded_payload.bytes.1,uplink_message.decoded_payload.bytes.2,uplink_message.decoded_payload.bytes.3,uplink_message.decoded_payload.bytes.4,uplink_message.decoded_payload.bytes.5,uplink_message.decoded_payload.bytes.6,uplink_message.decoded_payload.bytes.7,uplink_message.decoded_payload.bytes.8,uplink_message.decoded_payload.bytes.9,uplink_message.decoded_payload.bytes.10,uplink_message.rx_metadata.0.gateway_ids.gateway_id,uplink_message.rx_metadata.0.gateway_ids.eui,uplink_message.rx_metadata.0.time,uplink_message.rx_metadata.0.timestamp,uplink_message.rx_metadata.0.rssi,uplink_message.rx_metadata.0.channel_rssi,uplink_message.rx_metadata.0.snr,uplink_message.rx_metadata.0.location.latitude,uplink_message.rx_metadata.0.location.longitude,uplink_message.rx_metadata.0.location.altitude,uplink_message.rx_metadata.0.location.source,uplink_message.rx_metadata.0.uplink_token,uplink_message.rx_metadata.0.channel_index,uplink_message.rx_metadata.0.received_at,uplink_message.rx_metadata.1.gateway_ids.gateway_id,uplink_message.rx_metadata.1.gateway_ids.eui,uplink_message.rx_metadata.1.time,uplink_message.rx_metadata.1.timestamp,uplink_message.rx_metadata.1.rssi,uplink_message.rx_metadata.1.channel_rssi,uplink_message.rx_metadata.1.snr,uplink_message.rx_metadata.1.location.latitude,uplink_message.rx_metadata.1.location.longitude,uplink_message.rx_metadata.1.location.altitude,uplink_message.rx_metadata.1.location.source,uplink_message.rx_metadata.1.uplink_token,uplink_message.rx_metadata.1.channel_index,uplink_message.rx_metadata.1.received_at,uplink_message.rx_metadata.2.gateway_ids.gateway_id,uplink_message.rx_metadata.2.gateway_ids.eui,uplink_message.rx_metadata.2.time,uplink_message.rx_metadata.2.timestamp,uplink_message.rx_metadata.2.rssi,uplink_message.rx_metadata.2.channel_rssi,uplink_message.rx_metadata.2.snr,uplink_message.rx_metadata.2.location.latitude,uplink_message.rx_metadata.2.location.longitude,uplink_message.rx_metadata.2.location.altitude,uplink_message.rx_metadata.2.location.source,uplink_message.rx_metadata.2.uplink_token,uplink_message.rx_metadata.2.channel_index,uplink_message.rx_metadata.2.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata.3.gateway_ids.gateway_id,uplink_message.rx_metadata.3.gateway_ids.eui,uplink_message.rx_metadata.3.time,uplink_message.rx_metadata.3.timestamp,uplink_message.rx_metadata.3.rssi,uplink_message.rx_metadata.3.channel_rssi,uplink_message.rx_metadata.3.snr,uplink_message.rx_metadata.3.location.latitude,uplink_message.rx_metadata.3.location.longitude,uplink_message.rx_metadata.3.location.altitude,uplink_message.rx_metadata.3.location.source,uplink_message.rx_metadata.3.uplink_token,uplink_message.rx_metadata.3.channel_index,uplink_message.rx_metadata.3.received_at,uplink_message.rx_metadata.4.gateway_ids.gateway_id,uplink_message.rx_metadata.4.gateway_ids.eui,uplink_message.rx_metadata.4.time,uplink_message.rx_metadata.4.timestamp,uplink_message.rx_metadata.4.rssi,uplink_message.rx_metadata.4.channel_rssi,uplink_message.rx_metadata.4.snr,uplink_message.rx_metadata.4.location.latitude,uplink_message.rx_metadata.4.location.longitude,uplink_message.rx_metadata.4.location.altitude,uplink_message.rx_metadata.4.location.source,uplink_message.rx_metadata.4.uplink_token,uplink_message.rx_metadata.4.channel_index,uplink_message.rx_metadata.4.received_at,uplink_message.decoded_payload.bytes.11,uplink_message.decoded_payload.bytes.12,uplink_message.decoded_payload.bytes.13,uplink_message.decoded_payload.bytes.14,uplink_message.decoded_payload.bytes.15,uplink_message.decoded_payload.bytes.16,uplink_message.decoded_payload.bytes.17,uplink_message.decoded_payload.bytes.18,uplink_message.decoded_payload.bytes.19,uplink_message.decoded_payload.bytes.20,uplink_message.decoded_payload.bytes.21,uplink_message.decoded_payload.bytes.22,uplink_message.decoded_payload.bytes.23,uplink_message.decoded_payload.bytes.24,uplink_message.decoded_payload.bytes.25,uplink_message.decoded_payload.bytes.26,uplink_message.decoded_payload.bytes.27,uplink_message.decoded_payload.bytes.28,uplink_message.decoded_payload.bytes.29,uplink_message.decoded_payload.bytes.30,uplink_message.decoded_payload.bytes.31,uplink_message.decoded_payload.bytes.32,uplink_message.decoded_payload.bytes.33,uplink_message.decoded_payload.bytes.34,uplink_message.decoded_payload.bytes.35,uplink_message.decoded_payload.bytes.36,uplink_message.confirmed,uplink_message.decoded_payload.bytes.37,uplink_message.decoded_payload.bytes.38,uplink_message.decoded_payload.bytes.39,uplink_message.decoded_payload.bytes.40,uplink_message.decoded_payload.bytes.41,uplink_message.decoded_payload.bytes.42,uplink_message.decoded_payload.bytes.43,uplink_message.decoded_payload.bytes.44,uplink_message.decoded_payload.bytes.45,uplink_message.decoded_payload.bytes.46,uplink_message.decoded_payload.bytes.47,uplink_message.decoded_payload.bytes.48
0,0,0,0,0,0.7696375454445301,0.7696375454445301,0,0.011904761904761904,0.9852047967606292,0.7756731662024141,0.05063291139240506,0.09019607843137255,0,0,0.08130081300813008,0.36470588235294116,0.14035087719298245,0.0392156862745098,0.012244897959183673,0.00784313725490196,0.3076923076923077,0.25,0.25,0.7696375454445301,0.033145101125452436,0.5192307692307693,0.5192307692307693,0.8795180722891566,1,0,1,0,0.7696375454445301,0,0.7696375454445301,0.2,0.2,0.7698394754691386,0.5015400819538911,0.33613445378151263,0.33613445378151263,0.9175257731958762,0.9999679289833249,0.007373631495418912,1,0,0.7698394754691386,0,0.7698394754691386,0,0,0.7688702516033548,0.49804148796650743,0.29914529914529914,0.29914529914529914,0.6436781609195402,0.9999325920100464,0.0089573838176674,0.4,0,0.7688702516033548,0,0.7688702516033548,0,0,0,0.2857142857142857,0.033145101125452436,0.7696375454445301,0.7696375454445301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.7736036135286989,0.7736036135286989,0,0.011904761904761904,0.9853605357420963,0.7793871866295264,0.05063291139240506,0.08235294117647059,0,0,0.08130081300813008,0.36470588235294116,0.14035087719298245,0.054901960784313725,0.012244897959183673,0.00392156862745098,0.3076923076923077,0,0,0.7736036135286989,0.060283097114322316,0.8269230769230769,0.8269230769230769,0.927710843373494,0.5242252929192458,0.5578291133000177,1,0,0.7736036135286989,0.8571428571428571,0.7736036135286989,0,0,0.7737960660185395,0.5919228844987043,0.24369747899159663,0.24369747899159663,0.8556701030927835,1,0,1,0,0.7737960660185395,0.8571428571428571,0.7737960660185395,0,0,0.7728169708929452,0.05678825847008912,0.3162393162393162,0.3162393162393162,0.8620689655172413,0.9999325920100464,0.0089573838176674,0.4,0,0.7728169708929452,0.8571428571428571,0.7728169708929452,0,0,0,0.7142857142857143,0.060283097114322316,0.7736036135286989,0.7736036135286989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.7755866475707833,0.7755866475707833,0,0.011904761904761904,0.9854384052328298,0.7812441968430827,0.05063291139240506,0.09019607843137255,0,0,0.08130081300813008,0.36470588235294116,0.14035087719298245,0.06666666666666667,0.012244897959183673,0,0.3076923076923077,0,0,0.7755866475707833,0.3397175594856677,0.7307692307692307,0.7307692307692307,0.8192771084337349,0.5242252929192458,0.5578291133000177,1,0,0.7755866475707833,0.2857142857142857,0.7755866475707833,0,0,0.7758308840153741,0.8713169155930209,0.226890756302521,0.226890756302521,0.8350515463917526,1,0,1,0,0.7758308840153741,0.2857142857142857,0.7758308840153741,0,0,0.7744203256043414,0.3361831067031912,0.3076923076923077,0.3076923076923077,0.8275862068965517,0.9999325920100464,0.0089573838176674,0.4,0,0.7744203256043414,0.2857142857142857,0.7744203256043414,0,0,0,0.14285714285714285,0.3397175594856677,0.7755866475707833,0.7755866475707833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.7775696816128677,0.7775696816128677,0,0.011904761904761904,0.9855162747235633,0.7832869080779944,0.046413502109704644,0.8784313725490196,0,0,0.08130081300813008,0.36470588235294116,0.14035087719298245,0.07058823529411765,0.012244897959183673,0,0.3076923076923077,0,0,0.7775696816128677,0.6191461803153943,0.8846153846153846,0.8846153846153846,0.9156626506024096,0.5242252929192458,0.5578291133000177,1,0,0.7775696816128677,0.42857142857142855,0.7775696816128677,0,0,0.7777526565679403,0.15068248575698148,0.24369747899159663,0.24369747899159663,0.9278350515463918,1,0,1,0,0.7777526565679403,0.42857142857142855,0.7777526565679403,0,0,0.7761470152935372,0.6155721137680185,0.3162393162393162,0.3162393162393162,0.8735632183908046,0.9999325920100464,0.0089573838176674,0.4,0,0.7761470152935372,0.42857142857142855,0.7761470152935372,0,0,0,0.42857142857142855,0.6191461803153943,0.7775696816128677,0.7775696816128677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.7795527156549521,0.7795527156549521,0,0.011904761904761904,0.9855941442142968,0.7853296193129062,0.05063291139240506,0.027450980392156862,0,0,0.08130081300813008,0.3607843137254902,0.14035087719298245,0.0784313725490196,0.012244897959183673,0,0.3076923076923077,0,0,0.7795527156549521,0.8985748777593202,0.7115384615384616,0.7115384615384616,0.927710843373494,0.5242252929192458,0.5578291133000177,1,0,0.7795527156549521,0,0.7795527156549521,0,0,0.779787474564775,0.4300707504371386,0.24369747899159663,0.24369747899159663,0.9278350515463918,1,0,1,0,0.779787474564775,0,0.779787474564775,0,0,0.7781203749383325,0.8949611934778212,0.28205128205128205,0.28205128205128205,0.9310344827586207,0.9999325920100464,0.0089573838176674,0.4,0,0.7781203749383325,0,0.7781203749383325,0,0,0,0.2857142857142857,0.8985748777593202,0.7795527156549521,0.7795527156549521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.7815357496970364,0.7815357496970364,0,0.011904761904761904,0.9856720137050303,0.7871866295264623,0.05063291139240506,0.0392156862745098,0,0,0.08130081300813008,0.3607843137254902,0.14035087719298245,0.0784313725490196,0.012244897959183673,0,0.3076923076923077,0,0,0.7815357496970364,0.17783499159559465,0.7307692307692307,0.7307692307692307,0.9036144578313253,0.5242252929192458,0.5578291133000177,1,0,0.7815357496970364,0.14285714285714285,0.7815357496970364,0,0,0.7818222925616097,0.7094590675053756,0.2689075630252101,0.2689075630252101,0.8865979381443299,1,0,1,0,0.7818222925616097,0.14285714285714285,0.7818222925616097,0,0,0.7799703996053281,0.17432534199082128,0.3076923076923077,0.3076923076923077,0.896551724137931,0.9999325920100464,0.0089573838176674,0.4,0,0.7799703996053281,0.14285714285714285,0.7799703996053281,0,0,0,1,0.17783499159559465,0.7815357496970364,0.7815357496970364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06666666666666667,0,0.06666666666666667,0,0.06666666666666667,0.7817560868128236,0.7817560868128236,0.06666666666666667,0.011904761904761904,0.9912007475471111,0.787372330547818,0.046413502109704644,0.9686274509803922,0,0,0.016260162601626018,0.9333333333333333,0.14035087719298245,0.37254901960784315,0,0.027450980392156862,0.3076923076923077,0,0,0.7817560868128236,0.19613477330595191,0.7692307692307693,0.7692307692307693,0.9397590361445783,0.5242252929192458,0.5578291133000177,1,0,0.7817560868128236,1,0.7817560868128236,0,0,0.7820483834501469,0.7277562002245981,0.2184873949579832,0.2184873949579832,0.9175257731958762,1,0,1,0,0.7820483834501469,1,0.7820483834501469,0,0,0.7802170695609275,0.19262252907650304,0.15384615384615385,0.15384615384615385,0.8620689655172413,0.9999325920100464,0.0089573838176674,0.4,0,0.7802170695609275,1,0.7802170695609275,0,0,0,0.8571428571428571,0.19613477330595191,0.7817560868128236,0.7817560868128236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0,0.2,0.5,0.2,0.7844001322022695,0.7844001322022695,0.2,1,0.2809531225665784,0.0005571030640668524,0.008438818565400843,0.4823529411764706,0,0,0,0,0,0,0,0,0,0.5,0.5,0.7844001322022695,0.09178399790542274,0.5,0.5,0.6144578313253012,0.3312533236838615,1,0.16666666666666666,0,0.7844001322022695,0.8571428571428571,0.7844001322022695,0.2,0.2,0.7847614741125932,0.5601429897667904,0.15966386554621848,0.15966386554621848,0.8144329896907216,0.9999679289833249,0.007373631495418912,1,0,0.7847614741125932,0.8571428571428571,0.7847614741125932,0,0,0.7831771090281203,0.5566483754472571,0.02564102564102564,0.02564102564102564,0.5057471264367817,0.9999325920100464,0.0089573838176674,0.4,0,0.7831771090281203,0.8571428571428571,0.7831771090281203,0,0,0,0.7142857142857143,0.09178399790542274,0.7844001322022695,0.7844001322022695,0.14285714285714285,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0,0.4,0,0.4,0.7859424920127795,0.7859424920127795,0.4,0.011904761904761904,0.9855162747235633,0.7918291550603528,0.046413502109704644,0.9607843137254902,0,0,0.07317073170731707,0.9058823529411765,0.14035087719298245,0.8352941176470589,0.012244897959183673,0.5843137254901961,0.3076923076923077,0,0,0.7859424920127795,0.8001508636515173,0.5961538461538461,0.5961538461538461,0.891566265060241,0.5242252929192458,0.5578291133000177,1,0,0.7859424920127795,1,0.7859424920127795,0,0,0.786231064888085,0.3316622719439604,0.15126050420168066,0.15126050420168066,0.845360824742268,1,0,1,0,0.786231064888085,1,0.786231064888085,0,0,0.7846571287617168,0.796552970018531,0.20512820512820512,0.20512820512820512,0.896551724137931,0.9999325920100464,0.0089573838176674,0.4,0,0.7846571287617168,1,0.7846571287617168,0,0,0,0.8571428571428571,0.8001508636515173,0.7859424920127795,0.7859424920127795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06666666666666667,0,0.06666666666666667,0,0.06666666666666667,0.7875950203811832,0.7875950203811832,0.06666666666666667,0.011904761904761904,0.9914343560193116,0.7931290622098421,0.046413502109704644,0.9607843137254902,0,0,0.016260162601626018,0.9372549019607843,0.14035087719298245,0.36470588235294116,0,0.027450980392156862,0.3076923076923077,0.25,0.25,0.7875950203811832,0.5659735485457151,0.4807692307692308,0.4807692307692308,0.8554216867469879,1,0,1,0,0.7875950203811832,0.8571428571428571,0.7875950203811832,0.2,0.2,0.7879267465521139,0.034264839246448166,0.36134453781512604,0.36134453781512604,0.9175257731958762,0.9999679289833249,0.007373631495418912,1,0,0.7879267465521139,0.8571428571428571,0.7879267465521139,0,0,0.7863838184509127,0.030769845787038605,0.15384615384615385,0.15384615384615385,0.8505747126436781,0.9999325920100464,0.0089573838176674,0.4,0,0.7863838184509127,0.8571428571428571,0.7863838184509127,0,0,0,0.7142857142857143,0.5659735485457151,0.7875950203811832,0.7875950203811832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4880952380952381,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
