end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids.0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes.0,uplink_message.decoded_payload.bytes.1,uplink_message.decoded_payload.bytes.2,uplink_message.decoded_payload.bytes.3,uplink_message.decoded_payload.bytes.4,uplink_message.decoded_payload.bytes.5,uplink_message.decoded_payload.bytes.6,uplink_message.decoded_payload.bytes.7,uplink_message.decoded_payload.bytes.8,uplink_message.decoded_payload.bytes.9,uplink_message.decoded_payload.bytes.10,uplink_message.rx_metadata.0.gateway_ids.gateway_id,uplink_message.rx_metadata.0.gateway_ids.eui,uplink_message.rx_metadata.0.time,uplink_message.rx_metadata.0.timestamp,uplink_message.rx_metadata.0.rssi,uplink_message.rx_metadata.0.channel_rssi,uplink_message.rx_metadata.0.snr,uplink_message.rx_metadata.0.location.latitude,uplink_message.rx_metadata.0.location.longitude,uplink_message.rx_metadata.0.location.altitude,uplink_message.rx_metadata.0.location.source,uplink_message.rx_metadata.0.uplink_token,uplink_message.rx_metadata.0.channel_index,uplink_message.rx_metadata.0.received_at,uplink_message.rx_metadata.1.gateway_ids.gateway_id,uplink_message.rx_metadata.1.gateway_ids.eui,uplink_message.rx_metadata.1.time,uplink_message.rx_metadata.1.timestamp,uplink_message.rx_metadata.1.rssi,uplink_message.rx_metadata.1.channel_rssi,uplink_message.rx_metadata.1.snr,uplink_message.rx_metadata.1.location.latitude,uplink_message.rx_metadata.1.location.longitude,uplink_message.rx_metadata.1.location.altitude,uplink_message.rx_metadata.1.location.source,uplink_message.rx_metadata.1.uplink_token,uplink_message.rx_metadata.1.channel_index,uplink_message.rx_metadata.1.received_at,uplink_message.rx_metadata.2.gateway_ids.gateway_id,uplink_message.rx_metadata.2.gateway_ids.eui,uplink_message.rx_metadata.2.time,uplink_message.rx_metadata.2.timestamp,uplink_message.rx_metadata.2.rssi,uplink_message.rx_metadata.2.channel_rssi,uplink_message.rx_metadata.2.snr,uplink_message.rx_metadata.2.location.latitude,uplink_message.rx_metadata.2.location.longitude,uplink_message.rx_metadata.2.location.altitude,uplink_message.rx_metadata.2.location.source,uplink_message.rx_metadata.2.uplink_token,uplink_message.rx_metadata.2.channel_index,uplink_message.rx_metadata.2.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata.3.gateway_ids.gateway_id,uplink_message.rx_metadata.3.gateway_ids.eui,uplink_message.rx_metadata.3.time,uplink_message.rx_metadata.3.timestamp,uplink_message.rx_metadata.3.rssi,uplink_message.rx_metadata.3.channel_rssi,uplink_message.rx_metadata.3.snr,uplink_message.rx_metadata.3.location.latitude,uplink_message.rx_metadata.3.location.longitude,uplink_message.rx_metadata.3.location.altitude,uplink_message.rx_metadata.3.location.source,uplink_message.rx_metadata.3.uplink_token,uplink_message.rx_metadata.3.channel_index,uplink_message.rx_metadata.3.received_at,uplink_message.rx_metadata.4.gateway_ids.gateway_id,uplink_message.rx_metadata.4.gateway_ids.eui,uplink_message.rx_metadata.4.time,uplink_message.rx_metadata.4.timestamp,uplink_message.rx_metadata.4.rssi,uplink_message.rx_metadata.4.channel_rssi,uplink_message.rx_metadata.4.snr,uplink_message.rx_metadata.4.location.latitude,uplink_message.rx_metadata.4.location.longitude,uplink_message.rx_metadata.4.location.altitude,uplink_message.rx_metadata.4.location.source,uplink_message.rx_metadata.4.uplink_token,uplink_message.rx_metadata.4.channel_index,uplink_message.rx_metadata.4.received_at,uplink_message.decoded_payload.bytes.11,uplink_message.decoded_payload.bytes.12,uplink_message.decoded_payload.bytes.13,uplink_message.decoded_payload.bytes.14,uplink_message.decoded_payload.bytes.15,uplink_message.decoded_payload.bytes.16,uplink_message.decoded_payload.bytes.17,uplink_message.decoded_payload.bytes.18,uplink_message.decoded_payload.bytes.19,uplink_message.decoded_payload.bytes.20,uplink_message.decoded_payload.bytes.21,uplink_message.decoded_payload.bytes.22,uplink_message.decoded_payload.bytes.23,uplink_message.decoded_payload.bytes.24,uplink_message.decoded_payload.bytes.25,uplink_message.decoded_payload.bytes.26,uplink_message.decoded_payload.bytes.27,uplink_message.decoded_payload.bytes.28,uplink_message.decoded_payload.bytes.29,uplink_message.decoded_payload.bytes.30,uplink_message.decoded_payload.bytes.31,uplink_message.decoded_payload.bytes.32,uplink_message.decoded_payload.bytes.33,uplink_message.decoded_payload.bytes.34,uplink_message.decoded_payload.bytes.35,uplink_message.decoded_payload.bytes.36,uplink_message.confirmed,uplink_message.decoded_payload.bytes.37,uplink_message.decoded_payload.bytes.38,uplink_message.decoded_payload.bytes.39,uplink_message.decoded_payload.bytes.40,uplink_message.decoded_payload.bytes.41,uplink_message.decoded_payload.bytes.42,uplink_message.decoded_payload.bytes.43,uplink_message.decoded_payload.bytes.44,uplink_message.decoded_payload.bytes.45,uplink_message.decoded_payload.bytes.46,uplink_message.decoded_payload.bytes.47,uplink_message.decoded_payload.bytes.48,truth
0,0,0,0,0,0.769637545,0.769637545,0,0.011904762,0.985204797,0.775673166,0.050632911,0.090196078,0,0,0.081300813,0.364705882,0.140350877,0.039215686,0.012244898,0.007843137,0.307692308,0.25,0.25,0.769637545,0.033145101,0.519230769,0.519230769,0.879518072,1,0,1,0,0.769637545,0,0.769637545,0.2,0.2,0.769839475,0.501540082,0.336134454,0.336134454,0.917525773,0.999967929,0.007373631,1,0,0.769839475,0,0.769839475,0,0,0.768870252,0.498041488,0.299145299,0.299145299,0.643678161,0.999932592,0.008957384,0.4,0,0.768870252,0,0.768870252,0,0,0,0.285714286,0.033145101,0.769637545,0.769637545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.773603614,0.773603614,0,0.011904762,0.985360536,0.779387187,0.050632911,0.082352941,0,0,0.081300813,0.364705882,0.140350877,0.054901961,0.012244898,0.003921569,0.307692308,0,0,0.773603614,0.060283097,0.826923077,0.826923077,0.927710843,0.524225293,0.557829113,1,0,0.773603614,0.857142857,0.773603614,0,0,0.773796066,0.591922884,0.243697479,0.243697479,0.855670103,1,0,1,0,0.773796066,0.857142857,0.773796066,0,0,0.772816971,0.056788258,0.316239316,0.316239316,0.862068966,0.999932592,0.008957384,0.4,0,0.772816971,0.857142857,0.772816971,0,0,0,0.714285714,0.060283097,0.773603614,0.773603614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.775586648,0.775586648,0,0.011904762,0.985438405,0.781244197,0.050632911,0.090196078,0,0,0.081300813,0.364705882,0.140350877,0.066666667,0.012244898,0,0.307692308,0,0,0.775586648,0.339717559,0.730769231,0.730769231,0.819277108,0.524225293,0.557829113,1,0,0.775586648,0.285714286,0.775586648,0,0,0.775830884,0.871316916,0.226890756,0.226890756,0.835051546,1,0,1,0,0.775830884,0.285714286,0.775830884,0,0,0.774420326,0.336183107,0.307692308,0.307692308,0.827586207,0.999932592,0.008957384,0.4,0,0.774420326,0.285714286,0.774420326,0,0,0,0.142857143,0.339717559,0.775586648,0.775586648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.777569682,0.777569682,0,0.011904762,0.985516275,0.783286908,0.046413502,0.878431373,0,0,0.081300813,0.364705882,0.140350877,0.070588235,0.012244898,0,0.307692308,0,0,0.777569682,0.61914618,0.884615385,0.884615385,0.915662651,0.524225293,0.557829113,1,0,0.777569682,0.428571429,0.777569682,0,0,0.777752657,0.150682486,0.243697479,0.243697479,0.927835052,1,0,1,0,0.777752657,0.428571429,0.777752657,0,0,0.776147015,0.615572114,0.316239316,0.316239316,0.873563218,0.999932592,0.008957384,0.4,0,0.776147015,0.428571429,0.776147015,0,0,0,0.428571429,0.61914618,0.777569682,0.777569682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.779552716,0.779552716,0,0.011904762,0.985594144,0.785329619,0.050632911,0.02745098,0,0,0.081300813,0.360784314,0.140350877,0.078431373,0.012244898,0,0.307692308,0,0,0.779552716,0.898574878,0.711538462,0.711538462,0.927710843,0.524225293,0.557829113,1,0,0.779552716,0,0.779552716,0,0,0.779787475,0.43007075,0.243697479,0.243697479,0.927835052,1,0,1,0,0.779787475,0,0.779787475,0,0,0.778120375,0.894961193,0.282051282,0.282051282,0.931034483,0.999932592,0.008957384,0.4,0,0.778120375,0,0.778120375,0,0,0,0.285714286,0.898574878,0.779552716,0.779552716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.78153575,0.78153575,0,0.011904762,0.985672014,0.78718663,0.050632911,0.039215686,0,0,0.081300813,0.360784314,0.140350877,0.078431373,0.012244898,0,0.307692308,0,0,0.78153575,0.177834992,0.730769231,0.730769231,0.903614458,0.524225293,0.557829113,1,0,0.78153575,0.142857143,0.78153575,0,0,0.781822293,0.709459068,0.268907563,0.268907563,0.886597938,1,0,1,0,0.781822293,0.142857143,0.781822293,0,0,0.7799704,0.174325342,0.307692308,0.307692308,0.896551724,0.999932592,0.008957384,0.4,0,0.7799704,0.142857143,0.7799704,0,0,0,1,0.177834992,0.78153575,0.78153575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066666667,0,0.066666667,0,0.066666667,0.781756087,0.781756087,0.066666667,0.011904762,0.991200748,0.787372331,0.046413502,0.968627451,0,0,0.016260163,0.933333333,0.140350877,0.37254902,0,0.02745098,0.307692308,0,0,0.781756087,0.196134773,0.769230769,0.769230769,0.939759036,0.524225293,0.557829113,1,0,0.781756087,1,0.781756087,0,0,0.782048383,0.7277562,0.218487395,0.218487395,0.917525773,1,0,1,0,0.782048383,1,0.782048383,0,0,0.78021707,0.192622529,0.153846154,0.153846154,0.862068966,0.999932592,0.008957384,0.4,0,0.78021707,1,0.78021707,0,0,0,0.857142857,0.196134773,0.781756087,0.781756087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0,0.2,0.5,0.2,0.784400132,0.784400132,0.2,1,0.280953123,0.000557103,0.008438819,0.482352941,0,0,0,0,0,0,0,0,0,0.5,0.5,0.784400132,0.091783998,0.5,0.5,0.614457831,0.331253324,1,0.166666667,0,0.784400132,0.857142857,0.784400132,0.2,0.2,0.784761474,0.56014299,0.159663866,0.159663866,0.81443299,0.999967929,0.007373631,1,0,0.784761474,0.857142857,0.784761474,0,0,0.783177109,0.556648375,0.025641026,0.025641026,0.505747126,0.999932592,0.008957384,0.4,0,0.783177109,0.857142857,0.783177109,0,0,0,0.714285714,0.091783998,0.784400132,0.784400132,0.142857143,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0,0.4,0,0.4,0.785942492,0.785942492,0.4,0.011904762,0.985516275,0.791829155,0.046413502,0.960784314,0,0,0.073170732,0.905882353,0.140350877,0.835294118,0.012244898,0.584313725,0.307692308,0,0,0.785942492,0.800150864,0.596153846,0.596153846,0.891566265,0.524225293,0.557829113,1,0,0.785942492,1,0.785942492,0,0,0.786231065,0.331662272,0.151260504,0.151260504,0.845360825,1,0,1,0,0.786231065,1,0.786231065,0,0,0.784657129,0.79655297,0.205128205,0.205128205,0.896551724,0.999932592,0.008957384,0.4,0,0.784657129,1,0.784657129,0,0,0,0.857142857,0.800150864,0.785942492,0.785942492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066666667,0,0.066666667,0,0.066666667,0.78759502,0.78759502,0.066666667,0.011904762,0.991434356,0.793129062,0.046413502,0.960784314,0,0,0.016260163,0.937254902,0.140350877,0.364705882,0,0.02745098,0.307692308,0.25,0.25,0.78759502,0.565973549,0.480769231,0.480769231,0.855421687,1,0,1,0,0.78759502,0.857142857,0.78759502,0.2,0.2,0.787926747,0.034264839,0.361344538,0.361344538,0.917525773,0.999967929,0.007373631,1,0,0.787926747,0.857142857,0.787926747,0,0,0.786383818,0.030769846,0.153846154,0.153846154,0.850574713,0.999932592,0.008957384,0.4,0,0.786383818,0.857142857,0.786383818,0,0,0,0.714285714,0.565973549,0.78759502,0.78759502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.488095238,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
